"id","asset_id","market","timestamp","hash","changes"
2771,"19132077152294710079876824487679725658489209861892422335113898186089131197703","0xe0a5b98f6e96050b794603710e39a0e3f5c0e24b409f51370b75b46a45d2dbc3",2025-01-25 18:15:47.925 +0100,af0380b59cf24a8b36a0b182dadb794d0e29642b,"[{""side"": ""SELL"", ""size"": ""300"", ""price"": ""0.23""}]"
2814,"19132077152294710079876824487679725658489209861892422335113898186089131197703","0xe0a5b98f6e96050b794603710e39a0e3f5c0e24b409f51370b75b46a45d2dbc3",2025-01-25 18:15:51.766 +0100,"14cff9c333cc6d7f1161767fdd36ea40a30a193d","[{""side"": ""SELL"", ""size"": ""5165"", ""price"": ""0.31""}, {""side"": ""SELL"", ""size"": ""1601"", ""price"": ""0.29""}, {""side"": ""SELL"", ""size"": ""13377"", ""price"": ""0.3""}, {""side"": ""SELL"", ""size"": ""5246.77"", ""price"": ""0.32""}]"
2815,"19132077152294710079876824487679725658489209861892422335113898186089131197703","0xe0a5b98f6e96050b794603710e39a0e3f5c0e24b409f51370b75b46a45d2dbc3",2025-01-25 18:15:51.956 +0100,"2e4d3093a18bac2865a541d64eb35790243ef7b7","[{""side"": ""SELL"", ""size"": ""5653.77"", ""price"": ""0.32""}]"
2817,"19132077152294710079876824487679725658489209861892422335113898186089131197703","0xe0a5b98f6e96050b794603710e39a0e3f5c0e24b409f51370b75b46a45d2dbc3",2025-01-25 18:15:52.152 +0100,"1b0e8b1ef49897ef50538cdb5ee1e1fa9b6aeb8f","[{""side"": ""SELL"", ""size"": ""5064"", ""price"": ""0.31""}, {""side"": ""SELL"", ""size"": ""13326"", ""price"": ""0.3""}, {""side"": ""SELL"", ""size"": ""3128"", ""price"": ""0.34""}, {""side"": ""SELL"", ""size"": ""5552.77"", ""price"": ""0.32""}, {""side"": ""SELL"", ""size"": ""1550"", ""price"": ""0.29""}, {""side"": ""SELL"", ""size"": ""4091.48"", ""price"": ""0.24""}, {""side"": ""SELL"", ""size"": ""4933"", ""price"": ""0.33""}]"
2821,"19132077152294710079876824487679725658489209861892422335113898186089131197703","0xe0a5b98f6e96050b794603710e39a0e3f5c0e24b409f51370b75b46a45d2dbc3",2025-01-25 18:15:52.277 +0100,"8f91aa84c0928016c46a2fa6a663247d02c567f6","[{""side"": ""SELL"", ""size"": ""3011"", ""price"": ""0.36""}]"
2835,"19132077152294710079876824487679725658489209861892422335113898186089131197703","0xe0a5b98f6e96050b794603710e39a0e3f5c0e24b409f51370b75b46a45d2dbc3",2025-01-25 18:15:53.546 +0100,"085885dfef47bd8f34aee6c69202f2c82d60c7e7","[{""side"": ""SELL"", ""size"": ""3027"", ""price"": ""0.34""}, {""side"": ""SELL"", ""size"": ""4532"", ""price"": ""0.33""}, {""side"": ""SELL"", ""size"": ""1346"", ""price"": ""0.29""}, {""side"": ""SELL"", ""size"": ""13224"", ""price"": ""0.3""}, {""side"": ""SELL"", ""size"": ""3891.48"", ""price"": ""0.24""}, {""side"": ""SELL"", ""size"": ""3963"", ""price"": ""0.31""}, {""side"": ""SELL"", ""size"": ""0"", ""price"": ""0.23""}, {""side"": ""SELL"", ""size"": ""4451.77"", ""price"": ""0.32""}]"
2836,"19132077152294710079876824487679725658489209861892422335113898186089131197703","0xe0a5b98f6e96050b794603710e39a0e3f5c0e24b409f51370b75b46a45d2dbc3",2025-01-25 18:15:53.587 +0100,"9ebb42b3ac7f0565ea718829929fd131c44ebc73","[{""side"": ""SELL"", ""size"": ""4350.77"", ""price"": ""0.32""}, {""side"": ""SELL"", ""size"": ""3862"", ""price"": ""0.31""}, {""side"": ""SELL"", ""size"": ""13123"", ""price"": ""0.3""}, {""side"": ""SELL"", ""size"": ""1141"", ""price"": ""0.29""}]"
2837,"19132077152294710079876824487679725658489209861892422335113898186089131197703","0xe0a5b98f6e96050b794603710e39a0e3f5c0e24b409f51370b75b46a45d2dbc3",2025-01-25 18:15:53.785 +0100,"772ec025c780707be0bae9e1a95cb424e248ed52","[{""side"": ""SELL"", ""size"": ""4022"", ""price"": ""0.36""}, {""side"": ""SELL"", ""size"": ""7540"", ""price"": ""0.33""}]"
2848,"19132077152294710079876824487679725658489209861892422335113898186089131197703","0xe0a5b98f6e96050b794603710e39a0e3f5c0e24b409f51370b75b46a45d2dbc3",2025-01-25 18:15:54.335 +0100,"9968f17b777ac00a3fc34ba03768dd7bd0fc1b56","[{""side"": ""SELL"", ""size"": ""936"", ""price"": ""0.29""}, {""side"": ""SELL"", ""size"": ""13022"", ""price"": ""0.3""}, {""side"": ""SELL"", ""size"": ""3761"", ""price"": ""0.31""}, {""side"": ""SELL"", ""size"": ""4249.77"", ""price"": ""0.32""}]"
2853,"19132077152294710079876824487679725658489209861892422335113898186089131197703","0xe0a5b98f6e96050b794603710e39a0e3f5c0e24b409f51370b75b46a45d2dbc3",2025-01-25 18:15:54.521 +0100,"99e4bfcccee9e471282eae98417858af95c5ce13","[{""side"": ""SELL"", ""size"": ""8048"", ""price"": ""0.33""}]"
2915,"19132077152294710079876824487679725658489209861892422335113898186089131197703","0xe0a5b98f6e96050b794603710e39a0e3f5c0e24b409f51370b75b46a45d2dbc3",2025-01-25 18:16:00.526 +0100,a93946b6a8f1cfad81b87a5891582a324b56ae0b,"[{""side"": ""SELL"", ""size"": ""600"", ""price"": ""0.23""}]"
2977,"19132077152294710079876824487679725658489209861892422335113898186089131197703","0xe0a5b98f6e96050b794603710e39a0e3f5c0e24b409f51370b75b46a45d2dbc3",2025-01-25 18:16:05.541 +0100,d5145805656f0e4ea63feddab30dd532a9b58d2c,"[{""side"": ""SELL"", ""size"": ""7540"", ""price"": ""0.33""}]"
2983,"19132077152294710079876824487679725658489209861892422335113898186089131197703","0xe0a5b98f6e96050b794603710e39a0e3f5c0e24b409f51370b75b46a45d2dbc3",2025-01-25 18:16:05.731 +0100,a04a3347fffeb61236e7c621b719d58ec1446fc1,"[{""side"": ""SELL"", ""size"": ""1141"", ""price"": ""0.29""}]"
2985,"19132077152294710079876824487679725658489209861892422335113898186089131197703","0xe0a5b98f6e96050b794603710e39a0e3f5c0e24b409f51370b75b46a45d2dbc3",2025-01-25 18:16:05.918 +0100,"35ad0385d1c838bf3acf81167d4807e78904a116","[{""side"": ""SELL"", ""size"": ""13123"", ""price"": ""0.3""}]"
2989,"19132077152294710079876824487679725658489209861892422335113898186089131197703","0xe0a5b98f6e96050b794603710e39a0e3f5c0e24b409f51370b75b46a45d2dbc3",2025-01-25 18:16:06.121 +0100,"80bdad96d6e0741de5c2930e87457d70772618ed","[{""side"": ""SELL"", ""size"": ""3862"", ""price"": ""0.31""}, {""side"": ""SELL"", ""size"": ""3011"", ""price"": ""0.36""}]"
2992,"19132077152294710079876824487679725658489209861892422335113898186089131197703","0xe0a5b98f6e96050b794603710e39a0e3f5c0e24b409f51370b75b46a45d2dbc3",2025-01-25 18:16:06.314 +0100,f670ea81fbc693b97be9bbffecb5c69a618c1c52,"[{""side"": ""SELL"", ""size"": ""4350.77"", ""price"": ""0.32""}, {""side"": ""SELL"", ""size"": ""1345"", ""price"": ""0.29""}]"
2996,"19132077152294710079876824487679725658489209861892422335113898186089131197703","0xe0a5b98f6e96050b794603710e39a0e3f5c0e24b409f51370b75b46a45d2dbc3",2025-01-25 18:16:06.565 +0100,bfdcf8d1aabf0f44a33955fb24487ac61bb393b6,"[{""side"": ""SELL"", ""size"": ""13225"", ""price"": ""0.3""}]"
3000,"19132077152294710079876824487679725658489209861892422335113898186089131197703","0xe0a5b98f6e96050b794603710e39a0e3f5c0e24b409f51370b75b46a45d2dbc3",2025-01-25 18:16:06.840 +0100,cced790c3ed0b62215ca0156625df2aa2c9c8b99,"[{""side"": ""SELL"", ""size"": ""3963"", ""price"": ""0.31""}, {""side"": ""SELL"", ""size"": ""7032"", ""price"": ""0.33""}]"
3003,"19132077152294710079876824487679725658489209861892422335113898186089131197703","0xe0a5b98f6e96050b794603710e39a0e3f5c0e24b409f51370b75b46a45d2dbc3",2025-01-25 18:16:06.946 +0100,f8254c9abb0c9d13af87b519dacc140bbafeaf85,"[{""side"": ""SELL"", ""size"": ""4451.77"", ""price"": ""0.32""}]"
